Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - Taalentfy,https://www.crunchbase.com/funding_round/knowledgefy-debt-financing--34a819b3,Taalentfy,https://www.crunchbase.com/organization/knowledgefy,Debt Financing,60000,EUR,67111,2016-06-01,,400000,EUR,447408,No,"Taalentfy is a technology and platform allow to identify, select and manage people in the new talent and employment paradigm","Artificial Intelligence (AI), Human Resources, Knowledge Management, Machine Learning, Mobile Apps, Training",,"Málaga, Andalucia, Spain, Europe",http://www.taalentfy.com,$1M to $10M,1235000,EUR,1417293,Seed,5,ENISA,ENISA,1,,"591,242"
Non Equity Assistance - Elsa,https://www.crunchbase.com/funding_round/elsa-non-equity-assistance--114a1b84,Elsa,https://www.crunchbase.com/organization/elsa,Non-equity Assistance,50000,USD,50000,2016-11-22,,,,,No,Elsa is an AI-enabled language learning platform that focuses on spolen English communication,"Artificial Intelligence (AI), E-Learning, EdTech, Language Learning, Mobile Apps","Women Founded, Women Led","Los Gatos, California, United States, North America",https://elsaspeak.com,$1M to $10M,48250000,USD,48250000,Late Stage Venture,8,Google Launchpad Accelerator,Google Launchpad Accelerator,1,,"659,718"
Grant - Optellum,https://www.crunchbase.com/funding_round/optellum-grant--4895873d,Optellum,https://www.crunchbase.com/organization/optellum,Grant,50000,EUR,56967,2016-04-01,,,,,No,Optellum develops an imaging biomarker for smart lung cancer detection.,"Health Care, Machine Learning, Medical Device, Software",,"Oxford, Oxfordshire, United Kingdom, Europe",http://www.optellum.com,$1M to $10M,15297959,USD,15297959,Early Stage Venture,3,,EASME - EU Executive Agency for SMEs,1,,"660,200"
Grant - WaterView,https://www.crunchbase.com/funding_round/waterview-2-grant--d3a43497,WaterView,https://www.crunchbase.com/organization/waterview-2,Grant,50000,EUR,55926,2016-06-01,,,,,No,WaterView leverages surveillance camera networks to bring true weather intelligence in control rooms.,"Artificial Intelligence (AI), Autonomous Vehicles, Big Data, Computer, Computer Vision",,"Torino, Piemonte, Italy, Europe",https://www.waterview.ai,$10M to $50M,1638685,EUR,1815092,Early Stage Venture,4,EASME - EU Executive Agency for SMEs,EASME - EU Executive Agency for SMEs,1,,"661,902"
Seed Round - Alchemie Solutions,https://www.crunchbase.com/funding_round/alchemie-games-seed--bf1502e9,Alchemie Solutions,https://www.crunchbase.com/organization/alchemie-games,Seed,20000,USD,20000,2016-02-15,Seed,,,,Yes,Alchemie is building next generation assessment technology.,"E-Learning, Education, Higher Education, Machine Learning, Mobile",Women Founded,"Troy, Michigan, United States, North America",http://alchem.ie,Less than $1M,2356927,USD,2356927,,11,,MergeLane,1,,"403,331"
Grant - Vidrona,https://www.crunchbase.com/funding_round/vidrona-grant--321f78e7,Vidrona,https://www.crunchbase.com/organization/vidrona,Grant,50000,EUR,55795,2016-02-15,,,,,No,Vidrona is an AI-based predictive and prescriptive analytics company for utilities.,"Artificial Intelligence (AI), Asset Management, Big Data, Electrical Distribution, Enterprise Software, InsurTech, Machine Learning, Predictive Analytics, Solar, Wind Energy",,"Didcot, Oxfordshire, United Kingdom, Europe",http://www.vidrona.com,$1M to $10M,135637,USD,135637,Seed,3,,,,,"458,211"
Grant - Hypometer Technologies,https://www.crunchbase.com/funding_round/hypometer-grant--0d5304dc,Hypometer Technologies,https://www.crunchbase.com/organization/hypometer,Grant,98900,AUD,75772,2016-10-01,,,,,No,Building the next generation of sports media platforms with predictive analytics,"Analytics, Big Data, Consumer, Machine Learning, Media and Entertainment, Mobile, Predictive Analytics, Sports",,"Brisbane, Queensland, Australia, Oceania",http://www.thehypometer.com,Less than $1M,278400,AUD,203776,,4,,,,,"458,987"
Seed Round - Ingen Dynamics,https://www.crunchbase.com/funding_round/ingen-dynamics-aido-robot-seed--b06bd123,Ingen Dynamics,https://www.crunchbase.com/organization/ingen-dynamics-aido-robot,Seed,10000,USD,10000,2016-01-10,Seed,,,,Yes,Ingen Dynamics is an interactive personal home robot.,"Artificial Intelligence (AI), Robotics",,"Palo Alto, California, United States, North America",http://aidorobot.com/,$1M to $10M,1372431,USD,1372431,,4,,,,,"459,082"
Grant - Sensative,https://www.crunchbase.com/funding_round/sensative-ab-grant--a14f7f93,Sensative,https://www.crunchbase.com/organization/sensative-ab,Grant,540000,SEK,65016,2016-06-01,,,,,No,"Disruptive IoT, cloud & AI technology empowering smart property owners in the digitalization of properties and industrial processes.","Artificial Intelligence (AI), Big Data, Cloud Data Services, Industrial Automation, Internet of Things, Machine Learning, Sensor, Smart Building, Smart Cities, Smart Home",,"Lund, Skane Lan, Sweden, Europe",http://www.sensative.com/,$1M to $10M,10812669,USD,10812669,Early Stage Venture,17,,,,,"175,595"
Grant - Rescoper,https://www.crunchbase.com/funding_round/rescoper-grant--52636612,Rescoper,https://www.crunchbase.com/organization/rescoper,Grant,25000,USD,25000,2016-12-01,,,,,No,Rescoper manages projects so your team spends more time creating.,"Artificial Intelligence (AI), Collaboration, Information Technology, Project Management, SaaS, Software, Task Management",,"Cincinnati, Ohio, United States, North America",https://rescoper.com,Less than $1M,85000,USD,85000,Seed,3,,,,,"619,387"
Seed Round - Techspert,https://www.crunchbase.com/funding_round/biotechspert-ltd-seed--64dbf313,Techspert,https://www.crunchbase.com/organization/biotechspert-ltd,Seed,25000,GBP,31438,2016-12-10,Seed,,,,Yes,"Techspert is an AI-driven technology for identifying and sourcing specialist expertise, globally.","Artificial Intelligence (AI), Consulting",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://techspert.com,$1M to $10M,13822000,GBP,18462961,Early Stage Venture,5,,"Cambridge Angels group, Martlet Capital",2,,"177,507"
Seed Round - ECGiT PRIVATE LIMITED,https://www.crunchbase.com/funding_round/ecgit-private-limited-seed--cad81587,ECGiT PRIVATE LIMITED,https://www.crunchbase.com/organization/ecgit-private-limited,Seed,100000,USD,100000,2016-10-11,Seed,1000000,USD,1000000,Yes,"ECGiT a software development company that uses advance pattern recognition to focuses on real time monitoring, analytics and diagnostics.","Artificial Intelligence (AI), Big Data, Cloud Computing, Information Technology, Logistics, Machine Learning, Paper Manufacturing, Predictive Analytics, Software, Web Development",,"Singapore, Central Region, Singapore, Asia",HTTP://WWW.ECGIT.COM,$1M to $10M,1100000,USD,1100000,Early Stage Venture,2,,,,,"178,435"
Pre Seed Round - OpenAI,https://www.crunchbase.com/funding_round/openai-pre-seed--3a965a76,OpenAI,https://www.crunchbase.com/organization/openai,Pre-Seed,120000,USD,120000,2016-08-22,Seed,,,,Yes,OpenAI is an AI research and deployment company that conducts research and implements machine learning.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Software","LGBTQ+ Founded, LGBTQ+ Led, Women Founded","San Francisco, California, United States, North America",https://www.openai.com,$1B to $10B,11300120000,USD,11300120000,,7,Y Combinator,Y Combinator,1,,"400,276"
Pre Seed Round - UrbanFox,https://www.crunchbase.com/funding_round/urbanfox-pre-seed--a27315d3,UrbanFox,https://www.crunchbase.com/organization/urbanfox,Pre-Seed,50000,EUR,53319,2016-12-01,Seed,,,,Yes,Generative AI for Fraud Detection,"Fraud Detection, Generative AI, Payments",,"Dublin, Dublin, Ireland, Europe",http://urbanfox.io/,$1M to $10M,3693178,USD,3693178,Seed,4,,Enterprise Ireland,1,,"428,021"
Seed Round - Mentat Innovations,https://www.crunchbase.com/funding_round/mentat-innovations-seed--49a57445,Mentat Innovations,https://www.crunchbase.com/organization/mentat-innovations,Seed,25000,EUR,27591,2016-07-15,Seed,,,,Yes,"Mentat Innovations is creates smart data driven insights, statistically sound, in real time.","Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Real Time",,"London, England, United Kingdom, Europe",http://www.ment.at,Less than $1M,49986,USD,49986,Seed,2,,,,,"470,918"
Seed Round - Senstone Inc.,https://www.crunchbase.com/funding_round/senstone-seed--697396f5,Senstone Inc.,https://www.crunchbase.com/organization/senstone,Seed,55000,USD,55000,2016-07-07,Seed,,,,Yes,We help busy professionals to be more productive and focused with the portable voice assistant.,"Artificial Intelligence (AI), Audio, Internet of Things",,"San Francisco, California, United States, North America",http://senstone.io,Less than $1M,766000,USD,766000,Seed,3,,"IoT Hub, Roman Kravchenko, Yuliana Volk",3,,"471,964"
Angel Round - eXabit Systems,https://www.crunchbase.com/funding_round/exabit-systems-private-limited-angel--e7655f4b,eXabit Systems,https://www.crunchbase.com/organization/exabit-systems-private-limited,Angel,60005,USD,60005,2016-04-19,Seed,,,,Yes,Exabit is an AgTech IoT platform for sustainable agriculture.,"AgTech, Artificial Intelligence (AI), Internet of Things, Machine Learning",,"Bengaluru, Karnataka, India, Asia",http://www.exabit.in,$1M to $10M,306863,USD,306863,Seed,4,,,,,"238,920"
Grant - Hydro Italia,https://www.crunchbase.com/funding_round/hydro-italia-grant--06375035,Hydro Italia,https://www.crunchbase.com/organization/hydro-italia,Grant,50000,USD,50000,2016-02-01,,,,,No,Hydro Italia develops and manufactures industrial water purification systems.,"Industrial, Intelligent Systems, Water Purification",,"Medicina, Emilia-Romagna, Italy, Europe",http://www.hydroitalia.com/en,$1M to $10M,50000,USD,50000,,1,,EASME - EU Executive Agency for SMEs,1,,"314,646"
Seed Round - People.ai,https://www.crunchbase.com/funding_round/people-ai-seed--902572a4,People.ai,https://www.crunchbase.com/organization/people-ai,Seed,1000,USD,1000,2016-07-07,Seed,,,,Yes,"People.ai is an AI platform for enterprise sales, marketing, and customer success that uncovers revenue opportunities.","Artificial Intelligence (AI), Consumer Research, Enterprise Software, Intelligent Systems, Machine Learning",,"San Francisco, California, United States, North America",https://people.ai/,$10M to $50M,200001000,USD,200001000,,9,,Ihar Mahaniok,1,,"314,845"
Grant - Skin Analytics,https://www.crunchbase.com/funding_round/skin-analytics-grant--7a2a4209,Skin Analytics,https://www.crunchbase.com/organization/skin-analytics,Grant,100000,AUD,74617,2016-12-03,,,,,No,Skin Analytics uses artificial intelligence to screen for melanoma skin cancer.,"Analytics, Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, mHealth",,"London, England, United Kingdom, Europe",http://www.skin-analytics.com,$1M to $10M,11146633,USD,11146633,Early Stage Venture,18,,Hot DesQ,1,,"315,120"
Grant - kinastic AG,https://www.crunchbase.com/funding_round/kinastic-grant--416f839a,kinastic AG,https://www.crunchbase.com/organization/kinastic,Grant,10000,CHF,10399,2016-06-21,,,,,No,kinastic is a young Swiss company with an advanced fitness and lifestyle platform for middle to large enterprises.,"Artificial Intelligence (AI), Fitness, Health Care, Wellness",,"Winterthur, Zurich, Switzerland, Europe",http://www.kinastic.com,Less than $1M,663804,USD,663804,,5,Venture Kick,Venture Kick,1,,"534,949"
Pre Seed Round - JetFuel Tech,https://www.crunchbase.com/funding_round/jetfuel-tech-inc-pre-seed--56748eb8,JetFuel Tech,https://www.crunchbase.com/organization/jetfuel-tech-inc,Pre-Seed,100000,USD,100000,2016-01-05,Seed,5000000,USD,5000000,Yes,"Trey Burke is our signed athlete to lead us in wearables shirts to sell to NBA, NFL a SaaS model. We improve elite athletes performance","Big Data, Consumer Goods, eSports, Fitness, Information Technology, Medical Device, Predictive Analytics, SaaS, Sports, Wearables",,"New Albany, Ohio, United States, North America",https://jetfuelathletes.com/,,300000,USD,300000,Seed,2,,,,,"535,086"
Grant - Quibim,https://www.crunchbase.com/funding_round/quibim-grant--4c4a9ede,Quibim,https://www.crunchbase.com/organization/quibim,Grant,50000,EUR,55832,2016-08-01,,,,,No,"Quibim, a company with its headquarters in Valencia, Spain, is a global leader in whole-body medical imaging analysis.","Artificial Intelligence (AI), Biotechnology, Clinical Trials, Health Care, Health Diagnostics, Hospital, Pharmaceutical",,"Valencia, Comunidad Valenciana, Spain, Europe",https://www.quibim.com,$10M to $50M,17013425,EUR,19586338,Seed,12,EASME - EU Executive Agency for SMEs,EASME - EU Executive Agency for SMEs,1,,"421,200"
Grant - Linknovate,https://www.crunchbase.com/funding_round/linknovate-grant--7fc82723,Linknovate,https://www.crunchbase.com/organization/linknovate,Grant,50000,EUR,54864,2016-10-15,,,,,No,SaaS. Linknovate brings AI to corporate innovation: save time and detect more market opportunities with advanced data mining & ML.,"Artificial Intelligence (AI), Business Intelligence, Data Mining, Information Technology, Machine Learning, Market Research, SaaS",,"Santiago De Compostela, Galicia, Spain, Europe",https://www.linknovate.com/,Less than $1M,1220000,EUR,1421569,,10,,,,,"444,513"
Seed Round - RealSpeaker,https://www.crunchbase.com/funding_round/realspeaker-inc-seed--c0007d6b,RealSpeaker,https://www.crunchbase.com/organization/realspeaker-inc,Seed,50000,EUR,52188,2016-12-22,Seed,1000000,EUR,1043763,Yes,RealSpeaker’s AI-based multi-lingual transcription platform. It has the ability to machine transcribe any kind of media files or URL links ,"Artificial Intelligence (AI), Big Data, Internet of Things, Machine Learning, Software, Speech Recognition, Video",,"Galway, Galway, Ireland, Europe",https://realspeaker.net,,169195,USD,169195,Seed,5,,Enterprise Ireland,1,,"246,502"
Seed Round - Aibono,https://www.crunchbase.com/funding_round/airwood-seed--75793ffd,Aibono,https://www.crunchbase.com/organization/airwood,Seed,22500,USD,22500,2016-05-05,Seed,,,,Yes,"Aibono uses comprehensive data instruments, predictive analytics, and process improvements to help farmers improve yields.","Agriculture, Analytics, Farming, Information Technology, Predictive Analytics",,"Bangalore, Karnataka, India, Asia",http://www.aibono.com/,$1M to $10M,5508597,USD,5508597,Seed,6,,"3one4 Capital, StartupXseed Ventures",2,,"218,036"
Grant - Cooori,https://www.crunchbase.com/funding_round/cooori-grant--ee3286fb,Cooori,https://www.crunchbase.com/organization/cooori,Grant,12500000,ISK,96362,2016-03-01,,,,,No,We are an ed-tech artificial intelligence-driven platform focusing on language learning products.,"Artificial Intelligence (AI), EdTech, Language Learning, Machine Learning",,"Tokyo, Tokyo, Japan, Asia",http://www.cooori.com,$1M to $10M,1082500000,ISK,9256982,,11,Technology Development Fund,Technology Development Fund,1,,"218,107"
Angel Round - IMNA Solutions,https://www.crunchbase.com/funding_round/imna-solutions-angel--2d764a34,IMNA Solutions,https://www.crunchbase.com/organization/imna-solutions,Angel,100000,USD,100000,2016-02-01,Seed,,,,Yes,IMNA Solutions is a privacy and security phone based communications through critical and immediate real-time alerts.,"Call Center, Health Care, Mobile, Predictive Analytics, Security, Telecommunications",,"Ra'anana, HaMerkaz, Israel, Asia",https://alonetone.com,$1M to $10M,1600000,USD,1600000,Seed,3,,,,,"248,737"
Grant - NICO.LAB,https://www.crunchbase.com/funding_round/nico-lab-grant--95b77335,NICO.LAB,https://www.crunchbase.com/organization/nico-lab,Grant,50000,EUR,54327,2016-03-01,,,,,No,Connecting human and artificial intelligence to revolutionize emergency care,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Medical Device",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.nicolab.com/,$1M to $10M,12309398,USD,12309398,,5,,EASME - EU Executive Agency for SMEs,1,,"249,070"
