Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Industries,Organization Description,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Obviously AI,https://www.crunchbase.com/funding_round/obviously-ai-seed--8ddbf88d,Obviously AI,https://www.crunchbase.com/organization/obviously-ai,Seed,4100000,USD,4100000,2023-11-01,Seed,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics",Obviously AI enables businesses to build custom AI and LLM models using No-Code AI and human-guided data prep.,"South Asian Founded, South Asian Led","San Francisco, California, United States, North America",https://www.obviously.ai,$1M to $10M,8700000,USD,8700000,Seed,4,UTEC - The University of Tokyo Edge Capital Partners,"AngelList, Asha Jadeja, B Capital, O'Shaughnessy Ventures, TMV, UTEC - The University of Tokyo Edge Capital Partners",4,6,"21,160"
Venture Round - Olis Robotics,https://www.crunchbase.com/funding_round/bluhaptics-series-unknown--8d82eb06,Olis Robotics,https://www.crunchbase.com/organization/bluhaptics,Venture - Series Unknown,4100000,USD,4100000,2023-08-11,,,,,Yes,"Artificial Intelligence (AI), Computer, Robotics, Software","Olis Robotics develops Olis Connect which operates robotic systems and remotely monitors, diagnose, and controls industrial robots.",,"Seattle, Washington, United States, North America",http://www.olisrobotics.com,$1M to $10M,7756087,USD,7756087,,6,PSL Ventures,"Daniel Theobald, PSL Ventures, Tectonic Ventures, Ubiquity Ventures",1,4,"77,640"
Series B - LiLz,https://www.crunchbase.com/funding_round/lilz-series-b--404a215f,LiLz,https://www.crunchbase.com/organization/lilz,Series B,4100000,USD,4100000,2023-06-26,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Consulting, Content, Information Technology, Internet of Things, Machine Learning, Software",LiLz is an IT technology network for businesses looking to use AI and IoT to offer new services and value.,,"Ginowan, Okinawa, Japan, Asia",https://lilz.jp/,$10M to $50M,6490377,USD,6490377,Early Stage Venture,4,,"DIMENSION, DOGAN beta, JIC Venture Growth Investments, Mitsubishi UFJ Capital, Okinawa Development Finance Corporation, Okinawa Science and Technology Promotion Center, Tokyo Century",,7,"579,351"
Seed Round - bitewell,https://www.crunchbase.com/funding_round/bitewell-seed--dcd2c289,bitewell,https://www.crunchbase.com/organization/bitewell,Seed,4100000,USD,4100000,2023-06-22,Seed,,,,Yes,"Artificial Intelligence (AI), Food and Beverage, Health Care, Machine Learning, Software, Wellness",the future of health is food. bitewell makes food-as-medicine accessible & actionable for disease prevention and condition management.,"Women Founded, Women Led","Denver, Colorado, United States, North America",https://bitewell.com/,$1M to $10M,6000000,USD,6000000,Seed,3,"Lake Nona Fund, Refinery Ventures","BDMI, Harvest Ridge Capital, Lake Nona Fund, Mudita Venture Partners, Refinery Ventures, Trybe Ventures",2,6,"238,500"
Seed Round - Up,https://www.crunchbase.com/funding_round/react-labs-pvt-ltd-seed--148fc338,Up,https://www.crunchbase.com/organization/react-labs-pvt-ltd,Seed,340000000,INR,4097237,2024-02-08,Seed,1090000000,INR,13135259,Yes,"Artificial Intelligence (AI), Consumer Applications, Consumer Electronics, Hardware, Home Appliances, Internet of Things, Smart Home","Up is a D2C, smart home appliance brand at the forefront of transforming modern Indian households.",,"Bengaluru, Karnataka, India, Asia",https://www.upliance.ai,$10M to $50M,5397237,USD,5397237,Seed,3,Khosla Ventures,Khosla Ventures,,1,"28,727"
Series A - delphai,https://www.crunchbase.com/funding_round/delphai-series-a--21c97a3d,delphai,https://www.crunchbase.com/organization/delphai,Series A,3800000,EUR,4065041,2023-06-06,Early Stage Venture,,,,Yes,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Software",delphai is your premier analytics platform for actionable insights on the innovations and companies driving change across industries.,,"Berlin, Berlin, Germany, Europe",https://www.delphai.com/,$1M to $10M,4700000,EUR,5027814,Early Stage Venture,3,,"Airbridge Equity Partners, Hyle Capital Partners, Newion, Trafo Investment",2,4,"324,046"
Seed Round - Arkion,https://www.crunchbase.com/funding_round/skyqraft-seed--5c8e2a7e,Arkion,https://www.crunchbase.com/organization/skyqraft,Seed,3800000,EUR,4062959,2023-09-18,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Computer Vision, Infrastructure, Machine Learning, Power Grid, Predictive Analytics, Software","Arkion provides accurate, scalable data, ensuring that your grid is robust and ready for the next century—and beyond.",,"Stockholm, Stockholms Lan, Sweden, Europe",http://skyqraft.com,$1M to $10M,10938459,USD,10938459,,7,"Antler, Neptunia Invest, Subvenio Invest","Antler, Neptunia Invest, Subvenio Invest",,3,"76,846"
Venture Round - Acumino,https://www.crunchbase.com/funding_round/acumino-b712-series-unknown--d2827048,Acumino,https://www.crunchbase.com/organization/acumino-b712,Venture - Series Unknown,4049694,USD,4049694,2024-05-01,,,,,Yes,"Artificial Intelligence (AI), Robotics",Next Generation Robot Teaching & Learning,,"Redmond, Washington, United States, North America",https://acumino.ai,,4149694,USD,4149694,,2,,,,,"50,823"
Seed Round - Gladia.io,https://www.crunchbase.com/funding_round/gladia-io-seed--3f7ae08e,Gladia.io,https://www.crunchbase.com/organization/gladia-io,Seed,3700000,EUR,4040391,2023-06-20,Seed,,,,Yes,Artificial Intelligence (AI),Audio-intelligent transcription technologies,,"Cesson-sévigné, Bretagne, France, Europe",https://gladia.io ,,3700000,EUR,4040391,Seed,1,New Wave (VC),"Alexandre Berriche, Miroslaw Klaba, New Wave (VC), Pierre Betouin, Sequoia Capital, Solomon Hykes",,6,"102,800"
Seed Round - RapidFire AI,https://www.crunchbase.com/funding_round/rapidfire-ai-seed--151fe02b,RapidFire AI,https://www.crunchbase.com/organization/rapidfire-ai,Seed,4034999,USD,4034999,2024-03-19,Seed,,,,Yes,"Artificial Intelligence (AI), Data Management, SaaS",RapidFire AI is an artficial intelligence company that offers a data science experimentation platform.,,"Palo Alto, California, United States, North America",https://rapidfire.ai/,,4034999,USD,4034999,Seed,1,,,,,"56,307"
Seed Round - Enzai,https://www.crunchbase.com/funding_round/enzai-seed--394cc57e,Enzai,https://www.crunchbase.com/organization/enzai,Seed,3200000,GBP,4022349,2023-09-05,Seed,,,,Yes,"Artificial Intelligence (AI), Software",Enzai is a AI governance platform allows to build and deploy AI with confidence.,,"London, England, United Kingdom, Europe",https://www.enz.ai,,3200000,GBP,4022349,Seed,1,Cavalry Ventures,"Alexandre Berriche, Cavalry Ventures, Jonatha Kewley, Mark Maxwell, Paul Forster, Samuel Gill, Seedcamp, Techstart Ventures",1,8,"38,083"
Seed Round - Spoor,https://www.crunchbase.com/funding_round/spoor-seed--b26b4e00,Spoor,https://www.crunchbase.com/organization/spoor,Seed,43000000,NOK,4019086,2024-05-16,Seed,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Software, Wind Energy",Next generation biodiversity monitoring that enables industry and nature to coexist,,"Oslo, Oslo, Norway, Europe",https://www.spoor.ai/,,4129086,USD,4129086,Seed,4,,"Birger Magnus, Erlend Prestgard, Futurum Ventures, Harald Norvik, Nysnø, Patrik Berglund, Superorganism, Ørsted Ventures",2,8,"7,505"
Seed Round - Acto,https://www.crunchbase.com/funding_round/acto-4b29-seed--996cf973,Acto,https://www.crunchbase.com/organization/acto-4b29,Seed,3700000,EUR,4005473,2024-02-22,Seed,,,,Yes,"Artificial Intelligence (AI), B2B, Information Services, Sales, Software",Acto is an AI-based software that helps sales managers by syncing all sales data in one place and provides a customized data signal to CRM.,,"Paderborn, Nordrhein-Westfalen, Germany, Europe",https://www.heyacto.com/,,3700000,EUR,4005473,Seed,1,"468 Capital, Cusp Capital","468 Capital, adesso ventures, another.vc, Benedikt Franke, Cusp Capital, Niklas Hellemann",2,6,"9,943"
Venture Round - Stay Ai,https://www.crunchbase.com/funding_round/retextion-series-unknown--514a3afe,Stay Ai,https://www.crunchbase.com/organization/retextion,Venture - Series Unknown,4000002,USD,4000002,2024-03-21,,,,,Yes,"Artificial Intelligence (AI), CRM, SaaS, Subscription Service",Stay Ai develops a retention operating system with resources to support boosting LTV.,Women Founded,"New York, New York, United States, North America",https://retextion.com/,$1M to $10M,19100002,USD,19100002,,2,,,,,"55,041"
Angel Round - HydroX AI,https://www.crunchbase.com/funding_round/hydrox-ai-angel--6ed75b72,HydroX AI,https://www.crunchbase.com/organization/hydrox-ai,Angel,4000000,USD,4000000,2023-11-06,Seed,,,,Yes,"Artificial Intelligence (AI), Cyber Security, Security",HydroX AI is an AI-based security platform that provides one-stop solution for risk control and protecting sensitive data of large models.,,"Palo Alto, California, United States, North America",https://www.hydrox.ai,,4000000,USD,4000000,Seed,1,Vitalbridge Capital,"Atom Capital, Qi Lu, Vitalbridge Capital",1,3,"2,594"
Seed Round - Sortium,https://www.crunchbase.com/funding_round/sortium-seed--ffd980f2,Sortium,https://www.crunchbase.com/organization/sortium,Seed,4000000,USD,4000000,2024-04-10,Seed,,,,Yes,"Artificial Intelligence (AI), Blockchain, Gaming, Information Technology, Software, Web3",Sortium operates as an entertainment tech startup that combines AI and Web3.,,"Miami, Florida, United States, North America",https://www.sortium.com/,$10M to $50M,11750000,USD,11750000,Seed,2,Signum Growth Capital,"1881 S Group AG, ARK Investment Management, IDG Blockchain, Infinity Ventures Crypto, Polygon, Signum Growth Capital",1,6,"5,711"
Seed Round - Pythagora,https://www.crunchbase.com/funding_round/pythagora-seed--819e734c,Pythagora,https://www.crunchbase.com/organization/pythagora,Seed,4000000,USD,4000000,2024-05-14,Seed,,,,Yes,"Artificial Intelligence (AI), Software, Web Apps",Dev tool that builds apps from scratch by talking to users,,"San Francisco, California, United States, North America",https://pythagora.ai/,,4500000,USD,4500000,Seed,2,,"500 Emerging Europe, Damir Sabol, Inovo VC, Kulveer Taggar, Marius Istrate, Moonfire Ventures, Rebel Fund, Richard Aberman, SQ Capital, UpHonest Capital, Y Combinator, Zeno Partners",5,12,"5,736"
Seed Round - YonedaLabs,https://www.crunchbase.com/funding_round/yonedalabs-seed--0df1c966,YonedaLabs,https://www.crunchbase.com/organization/yonedalabs,Seed,4000000,USD,4000000,2024-04-26,Seed,,,,Yes,"Artificial Intelligence (AI), Biopharma, Biotechnology, Software","YonedaLabs is an AI-based software that assists chemists in optimizing reaction parameters such as temperature, concentration, and catalyst.",,"San Francisco, California, United States, North America",https://www.yonedalabs.com/,,4500000,USD,4500000,Seed,2,Khosla Ventures,"468 Capital, 500 Emerging Europe, Fellows Fund, Khosla Ventures, Springboard Health Angels, Y Combinator, Yoni Goldwasser",1,7,"7,342"
Seed Round - Predict Health,https://www.crunchbase.com/funding_round/predict-health-inc-seed--b33e95a3,Predict Health,https://www.crunchbase.com/organization/predict-health-inc,Seed,4000000,USD,4000000,2023-09-08,Seed,,,,Yes,"Artificial Intelligence (AI), Health Care, Medical","Predict Health is a behavior prediction company that focuses on member and patient acquisition, engagement, and retention.",,"Washington, District of Columbia, United States, North America",https://www.predicthealth.ai/,$1M to $10M,4000000,USD,4000000,Seed,2,First Trust Capital Partners,First Trust Capital Partners,,1,"8,465"
Venture Round - Myelin Foundry,https://www.crunchbase.com/funding_round/myelin-foundry-series-unknown--7ee7382a,Myelin Foundry,https://www.crunchbase.com/organization/myelin-foundry,Venture - Series Unknown,4000000,USD,4000000,2024-05-08,,,,,Yes,"Artificial Intelligence (AI), Industrial, Information Technology, Machine Learning, Media and Entertainment","Myelin Foundry develops Artificial Intelligence algorithms on video, voice, and sensor data, for edge devices.",,"Bengaluru, Karnataka, India, Asia",http://www.myelinfoundry.com/,$1M to $10M,8983821,USD,8983821,,6,SIDBI Venture Capital,"Endiya Partners, Pratithi Investments, SIDBI Venture Capital, Subh Labh Research",3,4,"8,800"
Seed Round - Amini,https://www.crunchbase.com/funding_round/amini-f36a-seed--d1de50b6,Amini,https://www.crunchbase.com/organization/amini-f36a,Seed,4000000,USD,4000000,2023-11-30,Seed,,,,Yes,"Aerospace, Artificial Intelligence (AI), Geospatial, Machine Learning, Software",Amini is a climate tech business that uses artificial intelligence and satellite technology to bridge Africa's environmental data.,"Black Founded, Black Led, Women Founded, Women Led","Middletown, Delaware, United States, North America",https://www.amini.ai,,6000000,USD,6000000,Seed,2,"Female Founders Fund, Salesforce Ventures","Female Founders Fund, Pale blue dot, Salesforce Ventures, Satgana, Superorganism",3,5,"9,571"
Seed Round - Finpilot,https://www.crunchbase.com/funding_round/finpilot-seed--47ed8c5e,Finpilot,https://www.crunchbase.com/organization/finpilot,Seed,4000000,USD,4000000,2024-02-22,Seed,,,,Yes,"Artificial Intelligence (AI), Cloud Data Services, Finance, Predictive Analytics, Software",Finpilot uses artificial intelligence to explore publicly available corporate files and respond to research requests in natural language.,,"Seattle, Washington, United States, North America",https://www.finpilot.ai,,4500000,USD,4500000,Seed,2,Madrona,"Ascend, Madrona",1,2,"9,581"
Seed Round - UnityAI,https://www.crunchbase.com/funding_round/unityai-seed--a028afa1,UnityAI,https://www.crunchbase.com/organization/unityai,Seed,4000000,USD,4000000,2024-02-20,Seed,,,,Yes,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care","UnityAI uses AI to enhance the management of hospital beds, optimize resource allocation, and elevate the quality of patient care.",,"Nashville, Tennessee, United States, North America",https://www.unityai.co,,4000000,USD,4000000,Seed,1,Max Ventures,"Company Ventures, Max Ventures, Nashville Capital Network, Whistler Capital Partners",2,4,"9,869"
Seed Round - Inverted AI,https://www.crunchbase.com/funding_round/inverted-ai-seed--0b8e2d33,Inverted AI,https://www.crunchbase.com/organization/inverted-ai,Seed,4000000,USD,4000000,2023-12-14,Seed,,,,Yes,"Artificial Intelligence (AI), Autonomous Vehicles, Industrial Automation, Machine Learning, Software","Inverted AI, a spinout from UBC, is building a proprietary software system that predicts human driving behavior",,"Vancouver, British Columbia, Canada, North America",https://www.inverted.ai/,$1M to $10M,4000000,USD,4000000,Seed,2,Yaletown Partners,"Blue Titan Ventures, Dasein Capital, Defined, Inovia Capital, WUTIF, Yaletown Partners",1,6,"10,297"
Series B - Niqo Robotics,https://www.crunchbase.com/funding_round/tartansense-series-b--d8880a09,Niqo Robotics,https://www.crunchbase.com/organization/tartansense,Series B,4000000,USD,4000000,2024-05-14,Early Stage Venture,,,,Yes,"Agriculture, Artificial Intelligence (AI), Consumer Electronics, Farming, Information Technology, Machine Learning, Robotics",Niqo Robotics is an AI powered robotics solutions provider empowering small farm holders.,,"Bangalore, Karnataka, India, Asia",https://niqorobotics.com/,,20016122,USD,20016122,Early Stage Venture,4,Bidra Innovation Ventures,"Bidra Innovation Ventures, Fulcrum Global Capital, Omnivore",,3,"10,537"
Seed Round - Ensis,https://www.crunchbase.com/funding_round/ensis-e6a9-seed--c58133e0,Ensis,https://www.crunchbase.com/organization/ensis-e6a9,Seed,4000000,USD,4000000,2024-03-27,Seed,,,,Yes,"Artificial Intelligence (AI), Software","Ensis develops AI-powered proposal software for government RFPs and RFIs, streamlining processes and creating proposals.",,"San Francisco, California, United States, North America",https://www.ensis.ai,,4000000,USD,4000000,Seed,1,"NextGen Venture Partners, Tau Ventures","Gaingels, Grep VC, Innovation Global Capital, NextGen Venture Partners, Tau Ventures",2,5,"11,102"
Seed Round - Redrob,https://www.crunchbase.com/funding_round/redrob-seed--c88cbacd,Redrob,https://www.crunchbase.com/organization/redrob,Seed,4000000,USD,4000000,2023-12-19,Seed,,,,Yes,"Artificial Intelligence (AI), Software, Web Development",Redrob is a people discovery platform that employs artificial intelligence to restructure the people data into a intelligible manner.,,"Noida, Uttar Pradesh, India, Asia",https://redrob.io,,4000000,USD,4000000,Seed,1,"DS&Partners, Murex Partners","DS&Partners, Market Kurly, Murex Partners, MUSINSA, Yanolja",2,5,"12,542"
Seed Round - ISHI Health,https://www.crunchbase.com/funding_round/ishi-health-seed--d83d2f1c,ISHI Health,https://www.crunchbase.com/organization/ishi-health,Seed,4000000,USD,4000000,2024-02-22,Seed,,,,Yes,"Artificial Intelligence (AI), Health Care",ISHI Health is an AI-powered virtual clinic that offers personalized care to heart failure and cardiometabolic patients.,,"San Diego, California, United States, North America",https://www.ishi.health,,4000000,USD,4000000,Seed,1,Takeda Digital Ventures,Takeda Digital Ventures,1,1,"14,482"
